ID,Nome,WhatsApp,Link_Conversa_WhatsApp,Endereço,Bairro,Cidade_UF,Categoria,Nota_Google,Qtd_Avaliacoes,Possui_Site,Link_Google_Maps
25,HD espetos,(11) 97392-6142,https://wa.me/5511973926142?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20trabalho%20com%20cria%C3%A7%C3%A3o%20de%20sites%20e%20card%C3%A1pios%20digitais%20para%20churrascarias.%0A%0AEstava%20no%20Google%20Maps%20e%20vi%20que%20a%20HD%20espetos%20tem%20uma%20excelente%20avalia%C3%A7%C3%A3o%20%284.5%20%E2%98%85%20com%20497%20avalia%C3%A7%C3%B5es%21%29%2C%20mas%20notei%20que%20voc%C3%AAs%20ainda%20n%C3%A3o%20possuem%20um%20site%20pr%C3%B3prio%20nem%20card%C3%A1pio%20interativo%20na%20bio%20do%20Instagram.%0A%0AHoje%20muitos%20clientes%20pesquisam%20no%20Google%20antes%20de%20sair%20para%20almo%C3%A7ar%20ou%20pedir%20delivery.%20Trabalho%20com%202%20op%C3%A7%C3%B5es%20bem%20pr%C3%A1ticas%20para%20restaurantes%3A%0A%0A1.%20%F0%9F%93%B1%20Card%C3%A1pio%20Digital%20no%20WhatsApp%20%28o%20cliente%20monta%20o%20pedido%20e%20envia%20pronto%20direto%20pro%20seu%20WhatsApp%20-%20op%C3%A7%C3%A3o%20mais%20econ%C3%B4mica%29.%0A2.%20%F0%9F%92%B3%20Site%20Completo%20com%20Pagamento%20Online%20%28o%20cliente%20faz%20o%20pedido%20e%20realiza%20o%20pagamento%20direto%20pelo%20site%29.%0A%0APosso%20te%20explicar%20rapidinho%20como%20funciona%20e%20te%20passar%20os%20valores%20sem%20compromisso%3F,"Av. Carolina de Abreu Paulino, 726 - COHAB - St. C, Itapevi - SP, 06654-140",COHAB - Setor C,Itapevi - SP,Restaurante,4.5,497,Não,https://www.google.com/maps/place/?q=place_id:ChIJsyv8QNUHz5QRSvovCGmy0_o
26,ESPETINHO DO FILÉ,(31) 97556-2875,https://wa.me/5531975562875?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20trabalho%20com%20cria%C3%A7%C3%A3o%20de%20sites%20e%20card%C3%A1pios%20digitais%20para%20churrascarias.%0A%0AEstava%20no%20Google%20Maps%20e%20vi%20que%20a%20ESPETINHO%20DO%20FIL%C3%89%20tem%20uma%20excelente%20avalia%C3%A7%C3%A3o%20%284.6%20%E2%98%85%20com%20495%20avalia%C3%A7%C3%B5es%21%29%2C%20mas%20notei%20que%20voc%C3%AAs%20ainda%20n%C3%A3o%20possuem%20um%20site%20pr%C3%B3prio%20nem%20card%C3%A1pio%20interativo%20na%20bio%20do%20Instagram.%0A%0AHoje%20muitos%20clientes%20pesquisam%20no%20Google%20antes%20de%20sair%20para%20almo%C3%A7ar%20ou%20pedir%20delivery.%20Trabalho%20com%202%20op%C3%A7%C3%B5es%20bem%20pr%C3%A1ticas%20para%20restaurantes%3A%0A%0A1.%20%F0%9F%93%B1%20Card%C3%A1pio%20Digital%20no%20WhatsApp%20%28o%20cliente%20monta%20o%20pedido%20e%20envia%20pronto%20direto%20pro%20seu%20WhatsApp%20-%20op%C3%A7%C3%A3o%20mais%20econ%C3%B4mica%29.%0A2.%20%F0%9F%92%B3%20Site%20Completo%20com%20Pagamento%20Online%20%28o%20cliente%20faz%20o%20pedido%20e%20realiza%20o%20pagamento%20direto%20pelo%20site%29.%0A%0APosso%20te%20explicar%20rapidinho%20como%20funciona%20e%20te%20passar%20os%20valores%20sem%20compromisso%3F,"Rua Frei Luiz de Souza, 40 - João Pinheiro, Belo Horizonte - MG, 30530-310",João Pinheiro,Belo Horizonte - MG,Restaurante,4.6,495,Não,https://www.google.com/maps/place/?q=place_id:ChIJj1XThtyXpgARYZhhn5LsV5Y
27,Villa d'Marco Costelaria,(12) 98167-9493,https://wa.me/5512981679493?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20trabalho%20com%20cria%C3%A7%C3%A3o%20de%20sites%20e%20card%C3%A1pios%20digitais%20para%20churrascarias.%0A%0AEstava%20no%20Google%20Maps%20e%20vi%20que%20a%20Villa%20d%27Marco%20Costelaria%20tem%20uma%20excelente%20avalia%C3%A7%C3%A3o%20%284.6%20%E2%98%85%20com%20459%20avalia%C3%A7%C3%B5es%21%29%2C%20mas%20notei%20que%20voc%C3%AAs%20ainda%20n%C3%A3o%20possuem%20um%20site%20pr%C3%B3prio%20nem%20card%C3%A1pio%20interativo%20na%20bio%20do%20Instagram.%0A%0AHoje%20muitos%20clientes%20pesquisam%20no%20Google%20antes%20de%20sair%20para%20almo%C3%A7ar%20ou%20pedir%20delivery.%20Trabalho%20com%202%20op%C3%A7%C3%B5es%20bem%20pr%C3%A1ticas%20para%20restaurantes%3A%0A%0A1.%20%F0%9F%93%B1%20Card%C3%A1pio%20Digital%20no%20WhatsApp%20%28o%20cliente%20monta%20o%20pedido%20e%20envia%20pronto%20direto%20pro%20seu%20WhatsApp%20-%20op%C3%A7%C3%A3o%20mais%20econ%C3%B4mica%29.%0A2.%20%F0%9F%92%B3%20Site%20Completo%20com%20Pagamento%20Online%20%28o%20cliente%20faz%20o%20pedido%20e%20realiza%20o%20pagamento%20direto%20pelo%20site%29.%0A%0APosso%20te%20explicar%20rapidinho%20como%20funciona%20e%20te%20passar%20os%20valores%20sem%20compromisso%3F,"R. República de Israel, 273 - Jardim Oswaldo Cruz, São José dos Campos - SP, 12216-620",Jardim Oswaldo Cruz,São José dos Campos - SP,Restaurante,4.6,459,Não,https://www.google.com/maps/place/?q=place_id:ChIJyyiSa1U1zJQRKHZbBC9glQc
28,Maria e Jose Parrilla,(16) 99713-0782,https://wa.me/5516997130782?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20trabalho%20com%20cria%C3%A7%C3%A3o%20de%20sites%20e%20card%C3%A1pios%20digitais%20para%20churrascarias.%0A%0AEstava%20no%20Google%20Maps%20e%20vi%20que%20a%20Maria%20e%20Jose%20Parrilla%20tem%20uma%20excelente%20avalia%C3%A7%C3%A3o%20%284.5%20%E2%98%85%20com%20425%20avalia%C3%A7%C3%B5es%21%29%2C%20mas%20notei%20que%20voc%C3%AAs%20ainda%20n%C3%A3o%20possuem%20um%20site%20pr%C3%B3prio%20nem%20card%C3%A1pio%20interativo%20na%20bio%20do%20Instagram.%0A%0AHoje%20muitos%20clientes%20pesquisam%20no%20Google%20antes%20de%20sair%20para%20almo%C3%A7ar%20ou%20pedir%20delivery.%20Trabalho%20com%202%20op%C3%A7%C3%B5es%20bem%20pr%C3%A1ticas%20para%20restaurantes%3A%0A%0A1.%20%F0%9F%93%B1%20Card%C3%A1pio%20Digital%20no%20WhatsApp%20%28o%20cliente%20monta%20o%20pedido%20e%20envia%20pronto%20direto%20pro%20seu%20WhatsApp%20-%20op%C3%A7%C3%A3o%20mais%20econ%C3%B4mica%29.%0A2.%20%F0%9F%92%B3%20Site%20Completo%20com%20Pagamento%20Online%20%28o%20cliente%20faz%20o%20pedido%20e%20realiza%20o%20pagamento%20direto%20pelo%20site%29.%0A%0APosso%20te%20explicar%20rapidinho%20como%20funciona%20e%20te%20passar%20os%20valores%20sem%20compromisso%3F,"R. Voluntários da Pátria, 1505 - Centro, Araraquara - SP, 14801-320",Centro,Araraquara - SP,Restaurante argentino,4.5,425,Não,https://www.google.com/maps/place/?q=place_id:ChIJhZcldjHzuJQRBuUKvfGPPCE
29,Bison Steakhouse,(14) 99763-1088,https://wa.me/5514997631088?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20trabalho%20com%20cria%C3%A7%C3%A3o%20de%20sites%20e%20card%C3%A1pios%20digitais%20para%20churrascarias.%0A%0AEstava%20no%20Google%20Maps%20e%20vi%20que%20a%20Bison%20Steakhouse%20tem%20uma%20excelente%20avalia%C3%A7%C3%A3o%20%284.7%20%E2%98%85%20com%20408%20avalia%C3%A7%C3%B5es%21%29%2C%20mas%20notei%20que%20voc%C3%AAs%20ainda%20n%C3%A3o%20possuem%20um%20site%20pr%C3%B3prio%20nem%20card%C3%A1pio%20interativo%20na%20bio%20do%20Instagram.%0A%0AHoje%20muitos%20clientes%20pesquisam%20no%20Google%20antes%20de%20sair%20para%20almo%C3%A7ar%20ou%20pedir%20delivery.%20Trabalho%20com%202%20op%C3%A7%C3%B5es%20bem%20pr%C3%A1ticas%20para%20restaurantes%3A%0A%0A1.%20%F0%9F%93%B1%20Card%C3%A1pio%20Digital%20no%20WhatsApp%20%28o%20cliente%20monta%20o%20pedido%20e%20envia%20pronto%20direto%20pro%20seu%20WhatsApp%20-%20op%C3%A7%C3%A3o%20mais%20econ%C3%B4mica%29.%0A2.%20%F0%9F%92%B3%20Site%20Completo%20com%20Pagamento%20Online%20%28o%20cliente%20faz%20o%20pedido%20e%20realiza%20o%20pagamento%20direto%20pelo%20site%29.%0A%0APosso%20te%20explicar%20rapidinho%20como%20funciona%20e%20te%20passar%20os%20valores%20sem%20compromisso%3F,"Av. Nossa Sra. de Fátima, 19-49 - Jardim Europa, Bauru - SP, 17017-337",Jardim Europa,Bauru - SP,Restaurante,4.7,408,Não,https://www.google.com/maps/place/?q=place_id:ChIJUd1j6ZBnv5QRq9TbteQTjJM
30,Milló Churrasco na Brasa,(11) 94079-6750,https://wa.me/5511940796750?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20trabalho%20com%20cria%C3%A7%C3%A3o%20de%20sites%20e%20card%C3%A1pios%20digitais%20para%20churrascarias.%0A%0AEstava%20no%20Google%20Maps%20e%20vi%20que%20a%20Mill%C3%B3%20Churrasco%20na%20Brasa%20tem%20uma%20excelente%20avalia%C3%A7%C3%A3o%20%284.5%20%E2%98%85%20com%20392%20avalia%C3%A7%C3%B5es%21%29%2C%20mas%20notei%20que%20voc%C3%AAs%20ainda%20n%C3%A3o%20possuem%20um%20site%20pr%C3%B3prio%20nem%20card%C3%A1pio%20interativo%20na%20bio%20do%20Instagram.%0A%0AHoje%20muitos%20clientes%20pesquisam%20no%20Google%20antes%20de%20sair%20para%20almo%C3%A7ar%20ou%20pedir%20delivery.%20Trabalho%20com%202%20op%C3%A7%C3%B5es%20bem%20pr%C3%A1ticas%20para%20restaurantes%3A%0A%0A1.%20%F0%9F%93%B1%20Card%C3%A1pio%20Digital%20no%20WhatsApp%20%28o%20cliente%20monta%20o%20pedido%20e%20envia%20pronto%20direto%20pro%20seu%20WhatsApp%20-%20op%C3%A7%C3%A3o%20mais%20econ%C3%B4mica%29.%0A2.%20%F0%9F%92%B3%20Site%20Completo%20com%20Pagamento%20Online%20%28o%20cliente%20faz%20o%20pedido%20e%20realiza%20o%20pagamento%20direto%20pelo%20site%29.%0A%0APosso%20te%20explicar%20rapidinho%20como%20funciona%20e%20te%20passar%20os%20valores%20sem%20compromisso%3F,"Alameda Santos, 831 - Jardim Paulista, São Paulo - SP, 01419-001",Jardim Paulista,São Paulo - SP,"Restaurante, Restaurante self-service",4.5,392,Não,https://www.google.com/maps/place/?q=place_id:ChIJueHW1dNZzpQR_fcukFJMSkw
31,Bar e Restaurante Galeria Grill,(38) 98809-0593,https://wa.me/5538988090593?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20trabalho%20com%20cria%C3%A7%C3%A3o%20de%20sites%20e%20card%C3%A1pios%20digitais%20para%20churrascarias.%0A%0AEstava%20no%20Google%20Maps%20e%20vi%20que%20a%20Bar%20e%20Restaurante%20Galeria%20Grill%20tem%20uma%20excelente%20avalia%C3%A7%C3%A3o%20%284.7%20%E2%98%85%20com%20382%20avalia%C3%A7%C3%B5es%21%29%2C%20mas%20notei%20que%20voc%C3%AAs%20ainda%20n%C3%A3o%20possuem%20um%20site%20pr%C3%B3prio%20nem%20card%C3%A1pio%20interativo%20na%20bio%20do%20Instagram.%0A%0AHoje%20muitos%20clientes%20pesquisam%20no%20Google%20antes%20de%20sair%20para%20almo%C3%A7ar%20ou%20pedir%20delivery.%20Trabalho%20com%202%20op%C3%A7%C3%B5es%20bem%20pr%C3%A1ticas%20para%20restaurantes%3A%0A%0A1.%20%F0%9F%93%B1%20Card%C3%A1pio%20Digital%20no%20WhatsApp%20%28o%20cliente%20monta%20o%20pedido%20e%20envia%20pronto%20direto%20pro%20seu%20WhatsApp%20-%20op%C3%A7%C3%A3o%20mais%20econ%C3%B4mica%29.%0A2.%20%F0%9F%92%B3%20Site%20Completo%20com%20Pagamento%20Online%20%28o%20cliente%20faz%20o%20pedido%20e%20realiza%20o%20pagamento%20direto%20pelo%20site%29.%0A%0APosso%20te%20explicar%20rapidinho%20como%20funciona%20e%20te%20passar%20os%20valores%20sem%20compromisso%3F,"Av. Manoel Magalhaes Filho, 192 - Jardim Palmeiras, Montes Claros - MG, 39402-518",Jardim Palmeiras,Montes Claros - MG,"Churrascaria, Restaurante, Bar",4.7,382,Não,https://www.google.com/maps/place/?q=place_id:ChIJheOJcWVVqwARt3kVWQfn_W0
32,Churrasco Da Lu,(13) 98871-5445,https://wa.me/5513988715445?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20trabalho%20com%20cria%C3%A7%C3%A3o%20de%20sites%20e%20card%C3%A1pios%20digitais%20para%20churrascarias.%0A%0AEstava%20no%20Google%20Maps%20e%20vi%20que%20a%20Churrasco%20Da%20Lu%20tem%20uma%20excelente%20avalia%C3%A7%C3%A3o%20%284.5%20%E2%98%85%20com%20380%20avalia%C3%A7%C3%B5es%21%29%2C%20mas%20notei%20que%20voc%C3%AAs%20ainda%20n%C3%A3o%20possuem%20um%20site%20pr%C3%B3prio%20nem%20card%C3%A1pio%20interativo%20na%20bio%20do%20Instagram.%0A%0AHoje%20muitos%20clientes%20pesquisam%20no%20Google%20antes%20de%20sair%20para%20almo%C3%A7ar%20ou%20pedir%20delivery.%20Trabalho%20com%202%20op%C3%A7%C3%B5es%20bem%20pr%C3%A1ticas%20para%20restaurantes%3A%0A%0A1.%20%F0%9F%93%B1%20Card%C3%A1pio%20Digital%20no%20WhatsApp%20%28o%20cliente%20monta%20o%20pedido%20e%20envia%20pronto%20direto%20pro%20seu%20WhatsApp%20-%20op%C3%A7%C3%A3o%20mais%20econ%C3%B4mica%29.%0A2.%20%F0%9F%92%B3%20Site%20Completo%20com%20Pagamento%20Online%20%28o%20cliente%20faz%20o%20pedido%20e%20realiza%20o%20pagamento%20direto%20pelo%20site%29.%0A%0APosso%20te%20explicar%20rapidinho%20como%20funciona%20e%20te%20passar%20os%20valores%20sem%20compromisso%3F,"R. Cel. Silva Telles, 1493 - Parque Sao Vicente, São Vicente - SP, 11355-420",Parque Sao Vicente,São Vicente - SP,Restaurante de churrasquinho,4.5,380,Não,https://www.google.com/maps/place/?q=place_id:ChIJSzs_WJwbzpQRucbjXNS1FT0
33,Restaurante e churrascaria trem bom de Minas,(31) 99612-9774,https://wa.me/5531996129774?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20trabalho%20com%20cria%C3%A7%C3%A3o%20de%20sites%20e%20card%C3%A1pios%20digitais%20para%20churrascarias.%0A%0AEstava%20no%20Google%20Maps%20e%20vi%20que%20a%20Restaurante%20e%20churrascaria%20trem%20bom%20de%20Minas%20tem%20uma%20excelente%20avalia%C3%A7%C3%A3o%20%284.0%20%E2%98%85%20com%20368%20avalia%C3%A7%C3%B5es%21%29%2C%20mas%20notei%20que%20voc%C3%AAs%20ainda%20n%C3%A3o%20possuem%20um%20site%20pr%C3%B3prio%20nem%20card%C3%A1pio%20interativo%20na%20bio%20do%20Instagram.%0A%0AHoje%20muitos%20clientes%20pesquisam%20no%20Google%20antes%20de%20sair%20para%20almo%C3%A7ar%20ou%20pedir%20delivery.%20Trabalho%20com%202%20op%C3%A7%C3%B5es%20bem%20pr%C3%A1ticas%20para%20restaurantes%3A%0A%0A1.%20%F0%9F%93%B1%20Card%C3%A1pio%20Digital%20no%20WhatsApp%20%28o%20cliente%20monta%20o%20pedido%20e%20envia%20pronto%20direto%20pro%20seu%20WhatsApp%20-%20op%C3%A7%C3%A3o%20mais%20econ%C3%B4mica%29.%0A2.%20%F0%9F%92%B3%20Site%20Completo%20com%20Pagamento%20Online%20%28o%20cliente%20faz%20o%20pedido%20e%20realiza%20o%20pagamento%20direto%20pelo%20site%29.%0A%0APosso%20te%20explicar%20rapidinho%20como%20funciona%20e%20te%20passar%20os%20valores%20sem%20compromisso%3F,"R. das Falcatas, 16 - Jardim das Alterosas - 1A Secao, Betim - MG, 32671-060",Jardim das Alterosas - 1A Secao,Betim - MG,Restaurante,4.0,368,Não,https://www.google.com/maps/place/?q=place_id:ChIJtcnqeUnBpgARlZriUi4KxAk
34,Churrascaria 120,(19) 99736-5080,https://wa.me/5519997365080?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20trabalho%20com%20cria%C3%A7%C3%A3o%20de%20sites%20e%20card%C3%A1pios%20digitais%20para%20churrascarias.%0A%0AEstava%20no%20Google%20Maps%20e%20vi%20que%20a%20Churrascaria%20120%20tem%20uma%20excelente%20avalia%C3%A7%C3%A3o%20%284.5%20%E2%98%85%20com%20344%20avalia%C3%A7%C3%B5es%21%29%2C%20mas%20notei%20que%20voc%C3%AAs%20ainda%20n%C3%A3o%20possuem%20um%20site%20pr%C3%B3prio%20nem%20card%C3%A1pio%20interativo%20na%20bio%20do%20Instagram.%0A%0AHoje%20muitos%20clientes%20pesquisam%20no%20Google%20antes%20de%20sair%20para%20almo%C3%A7ar%20ou%20pedir%20delivery.%20Trabalho%20com%202%20op%C3%A7%C3%B5es%20bem%20pr%C3%A1ticas%20para%20restaurantes%3A%0A%0A1.%20%F0%9F%93%B1%20Card%C3%A1pio%20Digital%20no%20WhatsApp%20%28o%20cliente%20monta%20o%20pedido%20e%20envia%20pronto%20direto%20pro%20seu%20WhatsApp%20-%20op%C3%A7%C3%A3o%20mais%20econ%C3%B4mica%29.%0A2.%20%F0%9F%92%B3%20Site%20Completo%20com%20Pagamento%20Online%20%28o%20cliente%20faz%20o%20pedido%20e%20realiza%20o%20pagamento%20direto%20pelo%20site%29.%0A%0APosso%20te%20explicar%20rapidinho%20como%20funciona%20e%20te%20passar%20os%20valores%20sem%20compromisso%3F,"BR-050, Estr. Mun. Praia Azul, 151, Americana - SP, 13476-010",Centro,Americana - SP,Churrascaria,4.5,344,Não,https://www.google.com/maps/place/?q=place_id:ChIJ65RWytqXyJQRP4HphdlE9jo
35,Murruga Grill,(11) 94202-1590,https://wa.me/5511942021590?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20trabalho%20com%20cria%C3%A7%C3%A3o%20de%20sites%20e%20card%C3%A1pios%20digitais%20para%20churrascarias.%0A%0AEstava%20no%20Google%20Maps%20e%20vi%20que%20a%20Murruga%20Grill%20tem%20uma%20excelente%20avalia%C3%A7%C3%A3o%20%284.5%20%E2%98%85%20com%20341%20avalia%C3%A7%C3%B5es%21%29%2C%20mas%20notei%20que%20voc%C3%AAs%20ainda%20n%C3%A3o%20possuem%20um%20site%20pr%C3%B3prio%20nem%20card%C3%A1pio%20interativo%20na%20bio%20do%20Instagram.%0A%0AHoje%20muitos%20clientes%20pesquisam%20no%20Google%20antes%20de%20sair%20para%20almo%C3%A7ar%20ou%20pedir%20delivery.%20Trabalho%20com%202%20op%C3%A7%C3%B5es%20bem%20pr%C3%A1ticas%20para%20restaurantes%3A%0A%0A1.%20%F0%9F%93%B1%20Card%C3%A1pio%20Digital%20no%20WhatsApp%20%28o%20cliente%20monta%20o%20pedido%20e%20envia%20pronto%20direto%20pro%20seu%20WhatsApp%20-%20op%C3%A7%C3%A3o%20mais%20econ%C3%B4mica%29.%0A2.%20%F0%9F%92%B3%20Site%20Completo%20com%20Pagamento%20Online%20%28o%20cliente%20faz%20o%20pedido%20e%20realiza%20o%20pagamento%20direto%20pelo%20site%29.%0A%0APosso%20te%20explicar%20rapidinho%20como%20funciona%20e%20te%20passar%20os%20valores%20sem%20compromisso%3F,"R. Francisco Maciel, 48 - Cidade Nova Jacareí, Jacareí - SP, 12325-210",Cidade Nova Jacareí,Jacareí - SP,"Restaurante, Churrascaria",4.5,341,Não,https://www.google.com/maps/place/?q=place_id:ChIJqUWrwtfMzZQRyqh9fRXeJ5k
36,Restaurante Ranchão Gaúcho,(11) 98515-1863,https://wa.me/5511985151863?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20trabalho%20com%20cria%C3%A7%C3%A3o%20de%20sites%20e%20card%C3%A1pios%20digitais%20para%20churrascarias.%0A%0AEstava%20no%20Google%20Maps%20e%20vi%20que%20a%20Restaurante%20Ranch%C3%A3o%20Ga%C3%BAcho%20tem%20uma%20excelente%20avalia%C3%A7%C3%A3o%20%284.4%20%E2%98%85%20com%20329%20avalia%C3%A7%C3%B5es%21%29%2C%20mas%20notei%20que%20voc%C3%AAs%20ainda%20n%C3%A3o%20possuem%20um%20site%20pr%C3%B3prio%20nem%20card%C3%A1pio%20interativo%20na%20bio%20do%20Instagram.%0A%0AHoje%20muitos%20clientes%20pesquisam%20no%20Google%20antes%20de%20sair%20para%20almo%C3%A7ar%20ou%20pedir%20delivery.%20Trabalho%20com%202%20op%C3%A7%C3%B5es%20bem%20pr%C3%A1ticas%20para%20restaurantes%3A%0A%0A1.%20%F0%9F%93%B1%20Card%C3%A1pio%20Digital%20no%20WhatsApp%20%28o%20cliente%20monta%20o%20pedido%20e%20envia%20pronto%20direto%20pro%20seu%20WhatsApp%20-%20op%C3%A7%C3%A3o%20mais%20econ%C3%B4mica%29.%0A2.%20%F0%9F%92%B3%20Site%20Completo%20com%20Pagamento%20Online%20%28o%20cliente%20faz%20o%20pedido%20e%20realiza%20o%20pagamento%20direto%20pelo%20site%29.%0A%0APosso%20te%20explicar%20rapidinho%20como%20funciona%20e%20te%20passar%20os%20valores%20sem%20compromisso%3F,"Estr. do Gopiúva, 828 - Vila da Oportunidade, Carapicuíba - SP, 06330-000",Vila da Oportunidade,Carapicuíba - SP,Churrascaria,4.4,329,Não,https://www.google.com/maps/place/?q=place_id:ChIJbwdzwNj_zpQRYY1gNej4TKg
37,Churrascaria Do Tchê,(11) 95043-3316,https://wa.me/5511950433316?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20trabalho%20com%20cria%C3%A7%C3%A3o%20de%20sites%20e%20card%C3%A1pios%20digitais%20para%20churrascarias.%0A%0AEstava%20no%20Google%20Maps%20e%20vi%20que%20a%20Churrascaria%20Do%20Tch%C3%AA%20tem%20uma%20excelente%20avalia%C3%A7%C3%A3o%20%284.0%20%E2%98%85%20com%20329%20avalia%C3%A7%C3%B5es%21%29%2C%20mas%20notei%20que%20voc%C3%AAs%20ainda%20n%C3%A3o%20possuem%20um%20site%20pr%C3%B3prio%20nem%20card%C3%A1pio%20interativo%20na%20bio%20do%20Instagram.%0A%0AHoje%20muitos%20clientes%20pesquisam%20no%20Google%20antes%20de%20sair%20para%20almo%C3%A7ar%20ou%20pedir%20delivery.%20Trabalho%20com%202%20op%C3%A7%C3%B5es%20bem%20pr%C3%A1ticas%20para%20restaurantes%3A%0A%0A1.%20%F0%9F%93%B1%20Card%C3%A1pio%20Digital%20no%20WhatsApp%20%28o%20cliente%20monta%20o%20pedido%20e%20envia%20pronto%20direto%20pro%20seu%20WhatsApp%20-%20op%C3%A7%C3%A3o%20mais%20econ%C3%B4mica%29.%0A2.%20%F0%9F%92%B3%20Site%20Completo%20com%20Pagamento%20Online%20%28o%20cliente%20faz%20o%20pedido%20e%20realiza%20o%20pagamento%20direto%20pelo%20site%29.%0A%0APosso%20te%20explicar%20rapidinho%20como%20funciona%20e%20te%20passar%20os%20valores%20sem%20compromisso%3F,"R. Joaquim Leite dos Santos, 50 - Centro, Itapevi - SP, 06657-050",Centro,Itapevi - SP,Churrascaria,4.0,329,Não,https://www.google.com/maps/place/?q=place_id:ChIJkb3riQ8Hz5QR_bv9_E84gQU
38,Churrasco do Robinho,(21) 96429-6262,https://wa.me/5521964296262?text=Ol%C3%A1%2C%20tudo%20bem%3F%20Meu%20nome%20%C3%A9%20Leonardo%2C%20trabalho%20com%20cria%C3%A7%C3%A3o%20de%20sites%20e%20card%C3%A1pios%20digitais%20para%20churrascarias.%0A%0AEstava%20no%20Google%20Maps%20e%20vi%20que%20a%20Churrasco%20do%20Robinho%20tem%20uma%20excelente%20avalia%C3%A7%C3%A3o%20%284.6%20%E2%98%85%20com%20310%20avalia%C3%A7%C3%B5es%21%29%2C%20mas%20notei%20que%20voc%C3%AAs%20ainda%20n%C3%A3o%20possuem%20um%20site%20pr%C3%B3prio%20nem%20card%C3%A1pio%20interativo%20na%20bio%20do%20Instagram.%0A%0AHoje%20muitos%20clientes%20pesquisam%20no%20Google%20antes%20de%20sair%20para%20almo%C3%A7ar%20ou%20pedir%20delivery.%20Trabalho%20com%202%20op%C3%A7%C3%B5es%20bem%20pr%C3%A1ticas%20para%20restaurantes%3A%0A%0A1.%20%F0%9F%93%B1%20Card%C3%A1pio%20Digital%20no%20WhatsApp%20%28o%20cliente%20monta%20o%20pedido%20e%20envia%20pronto%20direto%20pro%20seu%20WhatsApp%20-%20op%C3%A7%C3%A3o%20mais%20econ%C3%B4mica%29.%0A2.%20%F0%9F%92%B3%20Site%20Completo%20com%20Pagamento%20Online%20%28o%20cliente%20faz%20o%20pedido%20e%20realiza%20o%20pagamento%20direto%20pelo%20site%29.%0A%0APosso%20te%20explicar%20rapidinho%20como%20funciona%20e%20te%20passar%20os%20valores%20sem%20compromisso%3F,"Em frente ao - R. André Rocha, 2637 - Curicica, Rio de Janeiro - RJ, 22710-483",Curicica,"R. André Rocha, 2637 - Curicica",Restaurante,4.6,310,Não,https://www.google.com/maps/place/?q=place_id:ChIJdxDOTZLZmwARWRFBsfj5ZbM
